NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CAPITA,GB00B23K0M20,,,,25.39,23.92,42.47,42.68,49.09,48.7,54.57,43.48,57.74,53.85,50.67,55.82,63.69,75.27,72.65,71.39,66.32,74.42,73.39,71.17,65.28,
RECKITT BENCKISER GROUP,GB00B24CGK77,,,,,,,68.74,58.69,61.33,65.45,66.52,63.07,63.74,73.25,67.95,69.15,76.53,77.26,81.13,82.62,84.02,89.83,90.87,84.52,83.67
SEVERFIELD,GB00B27YGJ97,,,,,,12.25,13.69,9.4,14.75,25.76,21.3,25.06,14.04,15.32,21.51,28.21,40.9,36.4,33.0,37.64,40.16,39.33,46.15,48.94,44.76
RELX,GB00B2B0DG97,,,,,,,73.53,81.72,66.52,61.92,73.18,70.09,77.93,79.1,78.32,79.26,84.62,86.15,84.74,84.45,84.12,87.13,86.44,81.4,83.18
PARAGON BANKING GROUP,GB00B2NGPM57,,,,,,17.73,18.82,18.1,14.38,34.2,28.17,30.13,32.72,25.16,32.89,30.72,38.18,46.48,46.4,46.3,58.13,54.88,57.31,58.63,62.04
WH SMITH,GB00B2PDGW16,,,,,,28.07,31.53,40.1,39.01,50.91,65.31,70.86,75.22,71.41,64.53,68.1,62.42,65.67,66.42,63.48,58.5,72.77,77.22,82.62,77.53
UNITED UTILITIES GROUP,GB00B39J2M42,,,,49.23,55.09,58.26,60.63,59.6,50.91,50.96,67.34,62.96,56.05,67.46,68.69,72.36,68.69,65.99,76.97,71.85,72.62,73.01,74.08,71.36,70.14
STV GROUP,GB00B3CX3644,,,,,,,,,,,,,,,,,,,,,,46.15,51.38,57.65,62.93
DE LA RUE ORD,GB00B3DGH821,,,,44.04,47.47,49.56,43.32,36.09,48.85,44.14,37.61,47.01,46.05,53.95,56.43,56.69,54.56,65.72,49.84,57.84,67.29,60.14,55.29,61.68,66.38
BODYCOTE,GB00B3FLWH99,,,,,,28.4,30.83,32.15,33.98,28.0,24.15,31.94,28.54,34.17,25.5,41.17,47.56,43.41,41.89,47.89,54.09,55.71,56.84,57.24,50.14
ZIGUP,GB00B41H7391,,,,,,23.67,37.32,41.93,22.6,23.33,16.91,25.93,24.97,28.24,29.0,34.1,31.55,35.33,37.95,50.29,45.24,40.34,41.63,40.54,33.35
CHEMRING GROUP,GB00B45C9X44,,,,,,13.34,17.16,19.41,24.27,31.21,44.39,42.41,52.19,46.56,48.38,34.07,41.89,39.23,44.79,40.33,46.88,48.75,46.51,50.06,50.55
PHAROS ENERGY,GB00B572ZV91,,,,,,20.16,8.03,16.2,17.41,28.95,32.46,48.3,45.68,53.3,46.82,50.07,52.94,56.62,46.15,51.12,54.86,49.89,42.86,38.82,44.68
WOOD GROUP (JOHN),GB00B5N0P849,,,,,,13.88,17.65,18.84,32.05,50.45,51.64,51.95,46.62,60.31,44.4,45.08,51.77,51.48,54.5,58.63,68.2,63.08,69.09,65.96,69.46
SEGRO,GB00B5ZN1N88,,,,44.53,30.04,48.68,41.83,47.25,63.17,67.44,61.22,73.36,72.3,73.27,63.33,75.0,71.75,74.38,71.91,72.25,75.85,77.47,79.27,77.5,71.72
INCHCAPE,GB00B61TVQ02,,,,,,,13.63,12.97,20.06,20.75,16.52,28.72,34.15,30.78,28.33,25.08,24.13,28.94,39.04,37.75,39.82,39.47,40.14,42.28,40.62
ROLLS-ROYCE HOLDINGS,GB00B63H8491,,,,30.59,36.96,24.9,32.7,46.37,50.95,52.07,50.96,51.32,57.72,52.13,59.43,59.65,79.54,75.47,73.91,71.79,79.59,76.52,74.62,76.93,72.28
GREGGS,GB00B63QSB39,,,,,,26.02,19.16,29.7,35.06,41.73,42.92,52.78,50.88,68.47,68.71,70.86,70.07,80.28,75.53,77.14,74.27,74.05,75.44,75.0,
COSTAIN GROUP,GB00B64NSP76,,,,,,,,,,,,,,,,,,,,59.18,62.36,63.28,59.41,59.48,61.79
WORKSPACE GROUP,GB00B67G5X01,,,,,,28.82,45.83,59.3,59.3,49.32,60.59,57.47,62.56,45.5,55.14,40.73,52.67,51.74,46.24,59.18,63.2,66.28,73.31,69.8,72.23
BARR (AG),GB00B6XZKY75,,,,,,,,,,,31.23,31.18,27.63,25.91,26.94,30.6,35.28,37.31,34.95,34.94,33.53,37.49,39.63,41.27,40.79
STAGECOACH GROUP DEAD - DELIST.28/06/22,GB00B6YTLS95,,,,56.47,49.3,64.85,47.5,33.4,33.25,49.34,48.36,61.63,60.79,56.32,59.28,55.79,58.0,49.83,57.41,49.37,48.45,50.64,60.51,,
EVRAZ SUSP - SUSP.06/12/23,GB00B71N6K86,,,,,,,,,,29.62,29.69,31.21,30.86,50.11,47.82,50.89,52.06,46.93,56.9,62.42,77.83,75.33,68.84,,
EASYJET,GB00B7KR2P84,,,,,,29.99,25.74,14.25,30.47,21.73,40.24,40.33,49.31,43.92,45.58,54.07,50.81,51.91,46.33,46.33,51.39,50.79,49.22,56.02,66.33
VESUVIUS,GB00B82YXW83,,,,37.27,30.23,33.76,40.55,30.61,25.55,36.57,28.48,24.12,21.24,29.18,33.53,45.16,49.63,47.66,49.16,55.03,61.4,64.0,67.3,67.03,67.59
STUDIO RETAIL GROUP DEAD - DELIST.25/02/22,GB00B8B4R053,,,,,,36.16,24.29,28.76,24.84,28.05,33.26,36.1,35.07,38.65,47.07,41.5,35.73,42.38,32.81,52.04,51.39,52.14,57.63,,
THE SAGE GROUP,GB00B8C3BL03,,,,37.55,25.16,40.19,37.83,21.04,33.34,32.43,47.13,46.05,47.7,48.38,63.44,58.9,55.86,58.4,49.89,51.24,51.56,43.04,46.33,52.51,52.41
COMPASS GROUP,GB00BD6K4575,,,,21.62,21.3,23.18,38.76,36.98,44.14,44.61,65.81,70.37,73.49,63.65,68.64,70.22,70.7,68.24,69.93,72.81,77.1,80.58,74.81,71.47,73.87
AIR PARTNER DEAD - DEAD 04/04/22,GB00BD736828,,,,,,,,,,,,,,,,,,,,,,,36.03,,
COCA COLA EUROPACIFIC PARTNERS,GB00BDCPN049,,,,11.33,13.52,23.35,39.64,30.38,66.9,71.94,76.34,65.47,64.53,62.68,64.39,63.99,59.44,74.71,71.8,73.21,79.32,78.56,82.67,84.16,
OXFORD BIOMEDICA,GB00BDFBVT43,,,,,,,,,,,,,,,,,,,,50.85,52.51,50.86,51.45,54.03,
NATIONAL GRID,GB00BDR05C01,,,,27.21,33.18,41.97,55.82,42.74,51.84,53.86,59.47,58.15,64.16,72.23,69.36,69.57,64.02,70.61,60.79,65.24,68.47,62.38,69.44,70.03,70.53
CLS HOLDINGS,GB00BF044593,,,,,,30.04,28.36,29.2,27.53,15.3,15.47,48.22,42.13,49.44,41.16,41.88,45.65,38.23,52.96,65.07,61.0,58.16,58.96,70.1,65.66
GREAT PORTLAND ESTATES,GB00BF5H9P87,,,,30.93,29.74,40.08,38.03,56.99,63.75,67.04,76.8,70.1,61.01,62.36,68.47,69.48,64.65,73.79,81.28,84.25,82.56,79.51,82.68,74.97,77.5
ABRDN,GB00BF8Q6K64,,,,,,32.9,26.12,38.2,57.3,81.45,85.8,79.06,73.49,74.94,73.23,74.82,74.42,77.48,74.29,81.09,83.22,83.91,83.67,85.44,84.19
REDROW DEAD - DELIST.23/08/24,GB00BG11K365,,,,,,21.88,24.64,37.23,37.86,45.19,50.86,56.4,42.58,41.7,55.95,57.19,47.74,47.73,51.87,48.12,60.72,61.4,59.23,62.45,55.56
RIGHTMOVE,GB00BGDT3G23,,,,,,,,27.57,22.03,22.79,15.56,37.8,29.81,32.4,35.25,28.65,48.53,43.19,47.82,60.27,58.29,67.92,66.21,66.31,65.73
IMI,GB00BGLP8L22,,,,,,,27.94,27.73,47.6,66.13,68.45,70.06,60.0,63.45,57.9,54.7,60.72,58.83,60.32,63.15,67.94,70.29,77.23,78.88,75.73
VODAFONE GROUP,GB00BH4HKS39,,,,63.16,59.82,46.82,69.41,72.73,85.28,85.64,81.28,79.87,86.62,83.44,86.0,85.64,88.1,80.75,84.32,80.65,81.36,83.67,89.4,87.02,82.51
ICTL.HTLS.GP.,GB00BHJYC057,,,,,46.62,51.66,30.41,33.65,50.02,73.75,73.75,74.67,66.82,66.34,66.58,68.39,73.38,66.92,71.93,73.43,76.22,83.19,83.12,81.05,78.75
MICRO FOCUS INTL. DEAD - DELIST.01/02/23,GB00BJ1F4N75,,,,,,,21.34,16.34,22.92,23.93,17.03,22.66,31.69,25.43,35.24,32.38,39.81,41.06,46.61,47.56,57.36,56.5,53.99,,
CRODA INTERNATIONAL,GB00BJFFLV09,,,,,,32.09,35.57,35.76,42.28,46.98,57.33,63.97,72.64,61.34,64.49,71.18,70.38,69.77,73.84,71.79,82.03,80.39,85.44,81.01,77.98
DAILY MAIL 'A' DEAD - DELIST.10/01/22,GB00BJQZC279,,,,30.59,33.36,43.27,28.78,23.43,19.19,17.68,12.16,22.83,22.81,33.81,30.96,42.66,43.94,35.39,33.26,36.25,48.75,52.58,41.72,25.86,
RM,GB00BJT0FF39,,,,,,,,,,,,,,,,,,,,,,31.41,37.84,52.37,52.2
TRAVIS PERKINS,GB00BK9RKT01,,,,40.28,43.4,41.27,32.26,12.38,44.07,37.82,60.67,50.12,77.1,77.05,68.64,60.0,68.52,65.63,58.46,62.58,59.18,61.49,60.8,57.81,60.58
HYVE GROUP DEAD - DELIST.23/05/23,GB00BKP36R26,,,,,,21.35,20.69,20.99,8.16,15.08,19.29,23.56,32.1,30.26,27.97,31.64,38.76,34.39,26.63,16.83,33.91,41.25,42.56,31.81,
GALLIFORD TRY,GB00BKY40Q38,,,,,,26.48,13.17,17.2,21.06,28.33,46.89,31.35,45.4,33.31,39.99,46.0,51.12,45.17,52.62,51.42,55.7,58.14,61.5,63.63,64.27
CAPITAL & REGIONAL DEAD - DELIST.11/12/24,GB00BL6XZ716,,,,,,35.16,16.85,15.44,29.34,43.97,57.49,54.26,55.13,37.36,37.49,28.6,36.56,37.62,32.63,35.09,49.11,47.59,50.18,53.33,57.75
TESCO,GB00BLGZ9862,,,,68.37,66.24,64.22,79.6,68.08,60.16,74.06,64.49,67.53,73.83,68.28,65.45,75.03,74.54,79.24,78.36,73.57,80.84,75.99,81.55,80.14,77.95
NATWEST GROUP,GB00BM8PJY71,,,,51.05,67.75,65.84,70.74,73.97,74.23,74.02,70.29,74.25,75.99,76.05,77.21,70.62,74.91,79.6,83.76,81.26,78.68,82.16,79.7,79.72,83.64
JD SPORTS FASHION,GB00BM8Q5M07,,,,,,,,,,,,,,32.04,25.59,23.33,29.28,28.98,30.34,36.42,32.92,39.91,43.18,41.42,33.71
INFORMA,GB00BMJ6DW54,,,,,,29.26,38.5,40.05,46.34,32.75,29.73,46.51,38.22,46.97,51.17,49.88,54.82,51.63,51.51,52.74,61.36,65.32,71.66,71.14,78.02
NOBLE CORPORATION,GB00BMXNWH07,,,,31.15,38.71,44.19,56.02,59.65,51.54,51.27,42.37,35.08,27.76,22.53,21.09,18.42,34.89,22.61,26.48,37.03,35.64,32.63,26.03,33.72,38.34
GLAXOSMITHKLINE,GB00BN7SWP63,,,,65.45,67.91,71.28,76.49,62.0,63.85,73.83,74.95,79.52,82.46,85.02,80.62,81.67,84.95,89.38,85.95,88.82,90.78,93.52,94.63,91.39,89.54
MELROSE INDUSTRIES,GB00BNGDN821,,,,,,,5.86,4.43,11.32,15.13,13.3,6.95,10.9,30.73,35.05,31.3,37.53,45.31,57.94,59.69,61.63,66.09,63.66,64.73,69.33
PENNON GROUP,GB00BNNTLN49,,,,,,30.24,31.61,23.01,26.86,33.67,33.95,47.05,42.84,44.0,50.42,51.21,57.28,59.55,62.07,61.9,55.08,61.77,72.21,76.03,76.96
RENEWI,GB00BNR4T868,,,,,,34.61,21.05,19.65,53.17,45.02,49.96,45.57,64.79,63.44,53.71,52.61,55.09,58.41,51.56,58.07,67.29,59.68,63.35,62.13,59.66
SHELL,GB00BP6MXD84,,,,63.24,60.3,73.56,69.32,71.61,85.44,82.05,81.87,86.87,86.06,80.75,84.8,80.66,88.87,89.78,88.0,89.11,88.69,93.29,92.16,92.56,91.21
TATE & LYLE,GB00BP92CJ43,,,,42.11,42.89,33.54,36.45,35.15,36.32,30.79,49.58,55.21,47.36,51.01,58.31,62.48,66.31,60.11,58.89,58.12,53.86,58.92,62.8,64.33,63.17
SCHRODERS,GB00BP9LHF23,,,,24.06,11.99,34.06,25.4,40.54,44.94,49.73,63.16,47.17,52.0,45.55,38.8,41.77,44.72,41.59,51.34,55.74,64.2,73.79,66.21,62.87,
AVIVA,GB00BPQY8M80,,,,,,,63.16,72.69,47.11,58.36,62.24,81.97,74.1,78.18,82.63,80.26,80.06,76.75,76.45,77.78,75.7,76.4,75.92,74.17,
DIGNITY DEAD - DELIST.25/05/23,GB00BRB37M78,,,,,,,,,,,24.74,31.16,26.72,23.48,21.57,27.19,32.39,31.08,39.28,38.3,39.01,35.18,31.97,28.84,
MJ GLEESON,GB00BRKD9Z53,,,,,,,,,,,,,,,,,,,,,,24.68,39.34,53.78,56.06
COMPUTACENTER,GB00BV9FP302,,,,,,,,,,,43.58,32.53,41.36,40.14,50.45,46.98,59.99,58.8,55.73,45.87,56.75,63.74,57.04,60.72,71.32
ROTORK,GB00BVFNZH21,,,,,,49.54,55.94,49.21,37.32,27.91,32.98,45.08,41.26,41.38,36.66,36.98,50.23,45.98,42.87,51.3,63.38,64.93,66.1,76.13,
SPIRAX GROUP,GB00BWFGQN14,,,,,,14.54,29.31,31.02,44.1,38.36,34.88,37.12,28.26,26.74,30.8,30.97,42.76,37.57,38.69,46.37,45.72,54.22,52.47,52.56,52.27
BEAZLEY,GB00BYQ0JC66,,,,,,14.2,14.7,16.39,31.03,16.7,20.07,18.08,16.89,16.08,15.79,14.92,27.9,33.68,39.82,43.08,51.48,53.03,61.0,65.48,61.34
PRIMARY HEALTH PROPS.,GB00BYRJ5J14,,,,,,,,,,,,,,,,,,,13.36,17.39,31.66,41.45,35.4,52.9,47.96
INTERMEDIATE CAPITAL GP.,GB00BYT1DJ19,,,,,,12.69,15.54,14.4,11.34,17.8,23.26,10.19,10.7,15.85,15.38,25.87,29.2,41.67,41.61,35.69,30.33,39.6,60.17,63.3,59.15
LAND SECURITIES GROUP,GB00BYW0PQ60,,,,,,,70.07,64.2,54.36,57.31,65.65,61.02,68.33,66.11,69.12,73.33,91.14,90.18,81.88,79.75,81.65,83.02,83.68,80.33,80.63
HOMESERVE DEAD - DELIST.05/01/23,GB00BYYTFB60,,,,,,21.44,17.26,18.95,24.16,18.1,18.44,18.1,27.96,24.09,25.36,28.8,27.7,28.12,25.87,24.34,31.29,29.1,35.09,,
FUTURE,GB00BYZN9041,,,,,,,,,,,,,,,,,,,,28.23,36.58,48.5,48.77,51.57,54.84
JOHNSON MATTHEY,GB00BZ4BQC70,,,,36.0,49.1,53.9,64.7,68.42,47.24,48.77,57.14,53.02,54.84,57.48,54.46,49.72,66.22,60.71,57.02,63.0,64.58,74.39,70.46,67.32,67.36
EVOKE,GI000A0F6407,,,,,,,,,,,,,,,,,37.43,40.43,38.98,42.5,51.64,53.9,55.58,58.99,57.63
NATIONAL BK.OF GREECE,GRS003003035,,,,42.06,45.58,44.53,46.18,42.87,54.1,71.22,74.22,75.56,82.32,74.15,73.6,73.14,86.61,75.9,81.12,63.81,81.45,81.09,78.54,84.35,
BANK OF GREECE,GRS004013009,,,,,,15.5,13.14,7.34,9.77,4.06,5.04,2.22,3.42,2.81,2.89,1.57,1.53,2.35,2.31,1.78,1.61,2.6,2.54,3.03,2.74
PIRAEUS FINANCIAL HOLDINGS,GRS014003032,,,,34.27,44.74,33.54,35.34,33.6,42.2,46.05,48.11,49.08,55.51,61.7,62.35,60.77,63.42,68.42,71.8,78.57,80.17,81.75,82.5,80.92,76.08
HELLENIC TELECOM.ORG.,GRS260333000,,,,29.05,45.56,44.7,40.92,51.44,52.38,74.94,73.27,70.8,78.1,77.57,78.03,80.55,78.26,80.05,80.23,78.2,77.48,74.21,73.06,77.7,76.28
HELLENIQ ENERGY HOLDINGS,GRS298343005,,,,10.17,14.27,14.5,41.42,49.79,53.3,58.42,54.73,51.39,77.37,76.19,72.76,75.04,75.45,67.39,63.35,59.86,58.98,58.12,55.39,57.25,60.62
MIG HOLIDINGS,GRS314003013,,,,,,,,,24.22,20.87,12.12,12.02,11.76,13.61,11.96,14.19,13.01,17.64,36.56,42.55,41.74,40.61,33.19,28.74,24.53
EUROBANK HOLDINGS,GRS323003012,,,,37.5,31.92,26.95,44.54,31.75,43.33,54.57,53.72,48.68,48.47,46.37,52.32,51.09,49.13,56.89,68.8,73.09,73.53,76.8,80.66,79.06,84.05
GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,GRS419003009,,,,,,,19.85,17.3,45.17,42.36,38.92,47.87,42.72,48.42,48.0,68.19,79.96,78.55,80.35,84.71,82.96,79.81,81.57,79.75,71.97
PUBLIC POWER,GRS434003000,,,,,,,16.79,16.67,9.12,25.58,30.5,44.95,46.83,41.64,43.1,47.29,51.43,50.13,50.59,49.28,45.18,46.64,41.46,43.25,
CHINA UNICOM (HONG KONG),HK0000049939,,,,,,,,,20.84,25.13,27.47,24.4,25.12,26.16,27.83,46.77,42.6,59.46,58.91,56.57,49.37,46.91,56.23,59.36,60.14
CHINA TAIPING INSURANCE HLDGS,HK0000055878,,,,,,,,,,,21.39,11.71,10.16,15.78,27.39,23.04,21.0,38.95,40.83,34.94,39.72,35.06,40.04,37.11,38.61
TELEVISION BROADCASTS,HK0000139300,,,,,,16.74,36.01,32.95,24.97,27.44,22.3,16.09,15.39,30.05,30.45,34.89,30.43,31.4,23.47,23.43,29.14,40.72,50.62,46.89,47.34
NEW WORLD DEVELOPMENT COMPANY,HK0000608585,,,,,,10.61,20.98,26.85,23.07,26.07,27.89,29.05,42.91,36.18,51.57,46.96,45.6,46.96,44.94,46.85,73.94,72.92,75.95,64.38,64.99
YUEXIU PROPERTY COMPANY,HK0000745908,,,,,,,,,,,,22.49,26.23,44.28,36.07,55.77,50.87,61.06,53.99,70.6,63.16,79.38,75.41,66.93,70.61
CLP HOLDINGS,HK0002007356,,,,,,48.25,54.29,49.07,46.87,50.94,50.71,76.35,74.97,75.63,80.65,84.13,82.4,81.26,79.77,80.48,81.51,80.26,80.66,78.79,78.38
HONG KONG AND CHINA GAS,HK0003000038,,,,,,23.52,31.67,22.17,49.82,58.98,63.03,59.48,72.73,68.77,69.5,69.37,73.76,74.62,73.93,69.95,62.04,68.35,70.13,72.04,74.3
WHARF HOLDINGS,HK0004000045,,,,,,14.03,22.1,17.0,22.71,26.04,25.24,27.99,41.83,43.97,41.78,50.88,59.58,57.51,77.18,63.33,60.75,63.12,68.26,65.09,68.94
POWER ASSETS HOLDINGS,HK0006000050,,,,,,13.41,5.52,27.0,31.82,46.41,49.97,50.88,51.32,53.01,41.73,31.06,30.93,36.79,32.4,34.09,29.67,36.42,49.92,53.01,50.25
PCCW,HK0008011667,,,,,,27.24,31.51,25.34,48.16,57.85,51.36,45.5,40.23,37.15,37.96,31.78,35.93,54.29,58.93,62.64,60.99,59.89,58.96,67.22,
HANG LUNG GROUP,HK0010000088,,,,,,,41.15,36.85,34.32,42.86,50.87,58.59,56.39,67.34,68.95,66.03,72.26,73.27,77.47,69.02,68.34,69.47,66.17,73.79,72.12
HANG SENG BANK,HK0011000095,,,,,,46.4,44.03,44.04,40.12,48.4,56.16,56.14,55.13,63.7,65.0,65.82,60.58,69.48,78.74,78.64,75.97,80.49,82.09,72.33,78.36
HENDERSON LD.DEV.,HK0012000102,,,,,,21.32,20.67,14.71,16.66,24.5,23.89,41.57,37.38,46.58,49.77,49.21,48.32,48.51,49.39,49.88,49.89,50.1,54.04,57.91,59.04
HYSAN DEVELOPMENT,HK0014000126,,,,,,35.25,40.05,40.96,56.11,56.36,49.15,57.12,53.67,59.19,60.48,66.28,58.98,55.9,50.72,54.19,66.94,73.67,74.11,75.95,75.56
SUN HUNG KAI PROPERTIES,HK0016000132,,,,19.54,39.0,37.26,37.42,25.71,32.5,56.51,48.53,44.67,60.98,51.35,55.12,61.88,62.52,61.58,63.17,65.31,60.48,60.18,63.58,61.61,59.19
SWIRE PACIFIC 'A',HK0019000162,,,,,,25.74,25.75,28.2,33.41,38.56,31.84,36.2,28.7,33.0,24.16,34.82,34.6,31.74,42.26,48.73,51.4,61.52,61.33,67.49,62.31
BANK OF EAST ASIA,HK0023000190,,,,,,21.1,19.18,26.1,17.44,22.39,23.25,36.16,31.08,39.2,34.34,38.29,40.03,43.02,33.18,39.66,50.75,58.03,66.84,59.03,56.49
MTR,HK0066009694,,,,38.17,39.81,44.86,47.1,42.76,63.04,64.24,62.92,72.6,68.61,70.99,74.43,71.19,81.48,79.32,80.02,68.75,69.66,69.28,64.47,62.45,61.31
SINO LAND,HK0083000502,,,,,,33.47,19.7,26.94,30.83,37.38,27.71,26.03,46.31,39.38,41.84,54.97,51.09,51.87,58.04,56.52,52.51,52.97,53.1,51.04,56.43
HANG LUNG PROPERTIES,HK0101000591,,,,,,35.33,39.04,33.35,46.12,41.02,55.42,59.6,59.75,56.11,51.29,52.59,59.76,61.57,62.77,57.09,59.55,50.3,60.04,64.0,71.78
CHINA MERCHANTS PORT HOLDINGS,HK0144000764,,,,,,,,,18.7,19.96,23.63,25.01,27.5,20.32,18.05,23.85,23.15,21.31,30.43,32.78,42.3,54.37,51.99,54.36,79.9
CHINA EVERBRIGHT,HK0165000859,,,,,,,,,,,,29.34,28.16,29.14,29.72,26.1,25.94,30.94,34.54,42.25,43.53,44.56,51.67,49.77,69.33
MELCO INTL.DEV.,HK0200030994,,,,,,21.33,21.79,28.24,20.05,20.85,22.36,32.96,20.77,29.5,25.08,31.77,38.42,36.92,43.08,52.63,71.84,76.08,75.84,75.69,75.41
SHUN TAK HOLDINGS,HK0242001243,,,,,,21.2,30.75,33.92,29.11,32.5,30.81,30.58,35.74,31.82,33.07,61.78,62.87,71.72,70.19,74.22,73.48,70.44,67.45,62.62,60.79
CITIC,HK0267001375,,,,,,,,,,16.46,19.86,22.8,35.46,37.42,45.09,45.92,39.51,37.45,36.29,37.57,36.48,31.94,36.0,32.08,43.92
GUANGDONG INVESTMENT,HK0270001396,,,,,,,,,,,,14.48,14.07,17.74,16.14,19.96,17.32,33.66,47.04,51.92,51.0,48.93,53.22,49.04,58.01
CHINA RESOURCES BEER HOLDINGS,HK0291001490,,,,,,,,,20.46,32.55,27.67,27.9,27.29,26.18,26.16,24.42,25.94,40.92,40.42,45.37,39.78,42.8,43.36,48.55,59.37
CATHAY PACIFIC AIRWAYS,HK0293001514,,,,,,50.08,46.13,52.47,48.3,53.06,53.11,56.61,51.6,51.13,47.9,45.29,44.67,46.72,45.34,47.56,47.89,51.43,49.36,55.04,
CTII.INTL.INV.HK.,HK0308001558,,,,,,,,,,,,19.96,7.35,10.77,12.62,18.06,19.48,21.13,43.42,45.2,39.29,46.51,49.19,45.07,45.06
SHANGHAI INDUSTRIAL HOLDINGS,HK0363006039,,,,,,,,,,,,32.32,25.9,36.13,29.54,35.39,47.93,40.76,59.3,51.48,48.04,47.55,45.75,46.76,
HONG KONG EXS.& CLEAR.,HK0388045442,,,,,,59.56,51.27,56.86,61.82,68.18,68.78,65.68,65.88,61.78,64.05,66.78,62.74,67.1,72.23,66.92,67.46,68.29,66.5,69.11,68.68
BEIJING ENTERPRISES HOLDINGS,HK0392044647,,,,,,,,,,15.35,13.04,8.78,14.12,8.01,17.35,32.16,50.19,58.37,46.35,38.61,40.86,42.39,46.08,57.67,57.24
DAH SING FINANCIAL HDG.,HK0440001847,,,,,,,,,,,,,,,,,,,,,31.08,34.93,34.52,34.22,34.63
CHINA OVERSEAS LAND INVESTMENT,HK0688002218,,,,,,,,,35.67,30.97,26.62,28.21,24.39,49.53,49.36,49.34,53.88,57.33,62.89,60.67,88.11,89.05,87.35,88.81,88.21
LINK REAL ESTATE INVESTMENT TRUST,HK0823032773,,,,,,,,17.16,14.79,20.85,29.39,39.76,45.24,57.45,62.5,67.07,68.07,66.37,66.57,67.29,67.99,72.77,71.96,76.07,75.86
CHINA RESOURCES POWER,HK0836012952,,,,,,,,,,19.0,23.72,30.19,37.52,35.95,29.71,28.47,43.27,38.2,51.01,56.13,55.43,61.15,58.28,53.4,
CNOOC,HK0883013259,,,,,,23.77,25.89,11.58,49.19,47.71,55.93,45.08,44.93,50.8,45.99,40.91,40.96,65.07,51.92,51.37,53.3,50.82,43.55,62.31,75.93
CHINA MOBILE,HK0941009539,,,,28.37,25.1,26.72,27.22,53.99,59.12,64.79,56.52,52.33,48.84,63.02,67.42,65.76,57.97,72.27,68.89,69.08,72.07,64.18,61.98,62.8,63.45
LENOVO GROUP,HK0992009065,,,,,,,,,,,44.82,59.03,73.65,69.33,68.6,67.22,70.62,73.22,68.73,70.06,70.46,77.52,76.73,77.3,73.4
CHIN.PWR.INTDVT.,HK2380027329,,,,,,,,,,,,,,,,37.18,42.27,45.33,46.21,48.12,48.2,52.96,54.21,52.62,69.37
BOC HONG KONG HOLDINGS,HK2388011192,,,,,,27.17,29.72,28.23,41.36,41.03,44.09,48.12,55.76,50.14,47.14,49.44,45.97,60.39,64.73,62.31,66.11,73.64,74.11,71.88,63.57
OTP BANK,HU0000061726,,,,,,,,,,42.57,46.42,47.32,44.77,47.35,43.72,47.37,51.01,52.15,67.05,72.39,57.59,73.81,71.68,65.23,70.4
MAGYAR TKOM.TELECOM.,HU0000073507,,,,,,,,,,,76.13,76.32,75.75,78.23,78.17,79.32,80.87,81.9,70.8,73.97,79.95,74.84,70.22,80.62,79.91
RICHTER GEDEON,HU0000123096,,,,,,,,,,,,28.53,23.06,26.05,27.33,30.65,26.33,46.54,54.39,49.92,52.89,57.11,73.19,68.18,62.59
MOL MAGYAR OLAJ-ES GAZIPARI,HU0000153937,,,,,,,,,,62.56,55.47,59.29,55.77,70.89,66.64,66.6,74.38,65.24,63.09,65.58,69.76,67.51,63.91,67.51,64.7
INDOFOOD SUKSES MAKMUR,ID1000057003,,,,,,,,,,,,13.19,14.21,16.87,16.06,25.89,26.69,26.32,40.86,33.26,39.45,42.13,69.84,66.97,67.31
ICT.TUNGGAL PRAKARSA,ID1000061302,,,,,,,,,,,27.39,26.61,28.42,60.6,61.14,54.97,59.37,55.63,50.12,43.25,52.22,62.82,66.71,66.39,65.14
ASTRA AGRO LESTARI,ID1000066004,,,,,,,,,,,,26.55,31.68,24.78,24.64,24.15,26.05,33.44,33.13,32.4,37.63,36.82,43.46,42.45,43.71
GUDANG GARAM,ID1000068604,,,,,,,,,,,,7.04,7.44,11.18,8.75,8.22,10.34,8.6,19.22,13.06,24.43,25.42,24.92,24.12,24.01
BUKIT ASAM,ID1000094006,,,,,,,,,,,,85.94,87.11,89.64,88.86,78.59,81.11,66.4,61.11,61.66,64.42,65.24,75.83,79.32,
BANK DANAMON INDONESIA SERIES A,ID1000094204,,,,,,,,,,,34.66,36.26,43.75,59.3,53.41,54.56,50.85,47.84,47.3,44.68,60.39,62.17,60.67,55.19,60.13
BANK MANDIRI,ID1000095003,,,,,,,,,,51.57,51.75,49.54,55.75,50.79,53.36,52.0,52.7,57.97,58.21,65.37,72.4,78.02,82.94,82.57,83.01
UNILEVER INDONESIA,ID1000095706,,,,,,,,,,62.56,54.5,70.11,75.35,76.99,76.14,71.95,71.17,74.1,71.72,73.05,73.91,75.14,82.79,80.0,
BANK NEGARA INDONESIA,ID1000096605,,,,,,,,,,,34.68,50.6,60.65,59.76,64.86,66.81,67.3,65.61,66.96,71.28,70.05,78.52,79.37,80.35,
